applicant_id,age,annual_income_usd,monthly_income_usd,employment_tenure_years,credit_history_years,debt_to_income_ratio,credit_utilization_ratio,num_open_credit_lines,num_delinquencies_12m,num_late_payments_24m,loan_amount_requested_usd,loan_term_months,prior_defaults_flag,bankruptcies_count,avg_monthly_balance_usd,savings_balance_usd,checking_balance_usd,hard_inquiries_6m,revolving_balance_usd,mortgage_balance_usd,payment_to_income_ratio,secured_loan_ratio,recent_credit_growth_pct,region_risk_index,employment_type_code,housing_status_code,total_outstanding_debt_usd,credit_risk_score
A100929,59,155738.61,12978.22,6.1,36.59,0.368,0.199,7,1,1,433895.93,12,0,0,5164.53,27703.73,4994.6,2,16008.55,79279.08,0.25,0.703,0.234,0.382,1,2,92476.2,703
A100930,41,249570.73,20797.56,7.3,18.98,0.193,0.347,5,0,3,180035.68,60,0,0,14097.89,41637.7,2238.1,3,32049.81,192330.62,0.135,0.471,0.547,0.396,2,2,174542.42,750
A100931,36,43224.13,3602.01,9,16.3,0.318,0.297,3,0,2,187248.26,360,0,0,10705.49,3220.91,5011.12,2,18012.13,67854.96,0.278,0.358,0.172,0.381,1,1,69591.67,657
A100932,63,111702.14,9308.51,8.25,43.83,0.274,0.333,8,0,3,109295.11,240,0,0,6581.55,11815.21,2605.55,1,12625.34,489416.16,0.167,0.192,0.148,0.368,1,1,249586.89,780
A100933,26,65807.28,5483.94,2.86,8.6,0.139,0.348,5,0,4,126498.1,120,0,0,7452.14,13891.06,2222.63,0,6068.96,192859.22,0.116,0.315,0.218,0.5,2,1,89510.63,690
A100934,21,80188.46,6682.37,5.39,6.54,0.237,0.169,8,1,3,138039.24,48,0,0,6564.04,4904.09,12829,0,5197.72,131453.78,0.165,0.473,0.255,0.543,2,1,90110.37,660
A100935,47,320000,26666.67,8.29,25.37,0.433,0.326,7,0,1,459835.08,360,0,0,4603.78,14194.9,9103.58,0,1331.51,94729.92,0.241,0.306,-0.121,0.368,1,1,286147.67,768
A100936,36,37189.17,3099.1,10.17,17.37,0.203,0.408,12,0,1,171784.51,48,1,0,6486.87,18552.12,4414.66,1,9287.6,320970.48,0.134,0.377,0.152,0.289,1,1,138580.41,690
A100937,31,97729.95,8144.16,3.93,15.55,0.375,0.157,7,0,5,76213.94,48,0,0,9626.07,26881.1,5124.23,0,6393.75,366096.91,0.294,0.68,0.301,0.59,1,1,201887.62,733
A100938,50,109934.25,9161.19,5.3,31.29,0.31,0.319,3,1,1,212498.98,48,0,1,5875.98,17283.4,4466.12,2,4972.36,38676.66,0.293,0.326,0.434,0.57,2,1,80607.61,650
A100939,45,154444.33,12870.36,5.71,25.13,0.069,0.617,5,0,1,307983.26,36,0,0,9094.01,6630.23,6975.37,2,8847.68,58485.1,0.061,0.688,0.124,0.629,4,2,47073.35,724
A100940,36,89706.39,7475.53,4.45,16.2,0.077,0.413,7,0,3,177051.29,360,0,0,3328.32,119655.74,2191.37,1,9490,194736.54,0.057,0.686,0.038,0.312,2,1,92206.61,733
A100941,28,100693.28,8391.11,5.21,1,0.141,0.207,3,1,2,467755.44,180,0,0,4009.58,36661.07,9779.92,1,5243.56,255569.2,0.126,0.355,0.15,0.351,3,2,122996.34,671
A100942,52,68528.15,5710.68,22.61,32.38,0.119,0.185,5,0,6,298370.94,180,0,0,3612.3,27807.58,6185.99,3,35457.8,83946.01,0.088,0.197,0.004,0.648,1,3,76664.6,735
A100943,49,98560.55,8213.38,3.82,21.22,0.765,0.403,9,1,1,91014.9,360,0,0,4135.87,43703.14,3551.35,2,16747.3,56389.33,0.462,0.723,0.403,0.661,1,1,186118.64,573
A100944,41,70379.04,5864.92,4.03,22,0.426,0.864,9,1,4,125778.89,48,1,0,18202.28,20433.95,2901.06,0,19279.87,118064.58,0.333,0.28,0.207,0.426,2,1,118042.94,461
A100945,62,119643.42,9970.28,1.08,38.07,0.258,0.225,8,0,1,208513.53,12,0,0,11618.9,57909.97,9593.59,2,8243.44,415509.07,0.155,0.358,0.111,0.329,1,2,221247.34,730
A100946,30,69363.83,5780.32,0.91,12,0.264,0.253,8,0,2,60942.69,180,0,0,2746.33,16936.32,3930,0,13898.42,114138.34,0.231,0.295,0.32,0.374,1,3,87184.47,694
A100947,25,104590.89,8715.91,5.97,1,0.232,0.326,7,3,1,223987.16,120,0,0,9223.93,16027.98,2399.05,0,4203.32,35266.51,0.204,0.629,-0.088,0.326,2,1,53214.2,692
A100948,34,83642.91,6970.24,8.31,7.1,0.453,0.322,8,0,4,57278.67,84,0,0,4755.66,30199.25,3183.45,3,15855.94,121401.75,0.305,0.524,-0.25,0.644,3,1,122429.58,728
A100949,41,157902.68,13158.56,7.38,16.01,0.222,0.297,11,1,0,350089.42,24,0,0,3765.55,77396.86,8992.24,0,7564.62,222505.9,0.177,0.28,0.196,0.628,1,1,172912.6,765
A100950,45,82630.98,6885.92,2.32,15.09,0.276,0.17,8,1,1,324629.57,72,0,0,1980.23,72576.22,1056.1,1,3775.52,100407.89,0.219,0.342,0.313,0.515,4,2,79336.86,618
A100951,39,32055.97,2671.33,7.11,13.52,0.434,0.263,11,1,1,249900.97,60,1,0,14144.66,28946.12,3268.1,3,8827.51,341323.43,0.384,0.619,0.094,0.378,1,3,159065.81,514
A100952,46,170154.71,14179.56,3.98,22.25,0.242,0.65,2,0,1,116005.3,60,0,0,2183.03,26821.41,11794.13,1,7021.51,239785.43,0.152,0.413,-0.002,0.341,1,2,147257.41,711
A100953,28,51650.43,4304.2,3.33,11.42,0.09,0.365,12,1,1,201057.05,48,0,0,6235.33,32092.78,3867.79,1,64834.22,104052.68,0.077,0.084,-0.052,0.389,1,2,110485.7,715
A100954,58,59327.91,4943.99,1.45,45,0.576,0.096,8,0,0,128928.95,60,0,0,3048.82,42871.6,5752.37,1,13030.72,114355.27,0.358,0.741,-0.102,0.34,3,2,97928.63,701
A100955,41,61254.51,5104.54,2.55,24.18,0.342,0.44,8,0,2,92104.79,60,0,0,12091.19,58634.35,11967.2,2,34466.38,20965.89,0.299,0.377,0.24,0.541,1,1,81080.29,702
A100956,54,181017.23,15084.77,6.06,38.75,0.418,0.809,7,2,2,144426.96,60,0,1,4974.48,12629.11,10046,1,23542.77,326909.84,0.38,0.326,0.267,0.637,2,2,258436.72,579
A100957,46,26259.57,2188.3,5.35,27.2,0.421,0.669,9,0,3,283391.53,360,0,0,5837.09,59778.74,3028.37,0,9293.71,81770.35,0.295,0.353,0.285,0.643,1,1,54792.9,607
A100958,47,320000,26666.67,4.85,20.62,0.459,0.29,5,0,2,185199.95,360,0,0,5996.73,22546.59,4001.72,3,6172.25,76747.38,0.425,0.379,0.121,0.341,1,1,251044.93,795
A100959,48,151939.51,12661.63,0.56,30.27,0.15,0.141,8,1,0,462163.3,180,0,0,8280.13,30677.22,10159.05,0,2050.39,67061.63,0.089,0.074,-0.088,0.392,1,1,66035.12,804
A100960,47,96104.17,8008.68,4.88,26.85,0.11,0.588,7,0,0,296105.02,360,0,0,6567.98,63722.52,10481.38,0,4292.73,165920.4,0.101,0.328,-0.009,0.4,1,2,74927.91,715
A100961,49,82472.06,6872.67,2.83,26.77,0.58,0.548,12,0,0,276194.65,360,0,0,6278.83,33772.64,4157.16,1,15808.77,39831.44,0.552,0.778,0.228,0.683,1,2,94125.1,611
A100962,57,99455.07,8287.92,5.38,34.63,0.347,0.018,4,1,1,63253.76,60,0,0,4293.41,39988.19,4288.28,2,6961.63,45364.27,0.285,0.282,-0.067,0.26,1,2,87815.98,765
A100963,44,113212.73,9434.39,9.17,24.37,0.03,0.54,8,0,4,149545.97,72,1,1,1844.15,10839.21,5725.86,1,12387.3,104921.01,0.023,0.655,0.102,0.5,3,1,53316.1,679
A100964,50,121209.42,10100.79,3.14,23.25,0.359,0.179,9,0,0,90117.54,360,1,0,2656.37,71586.05,15398.78,0,1602.38,62590.8,0.294,0.59,-0.063,0.343,3,1,80853.49,704
A100965,41,115380.31,9615.03,4.65,18.9,0.126,0.156,6,1,2,159813.1,180,0,0,11548.85,32081.37,11762.15,2,13232.98,148738.63,0.089,0.119,-0.005,0.466,1,1,101282.7,790
A100966,58,89292.78,7441.06,13.55,35.32,0.201,0.265,8,0,0,114700.84,48,0,0,5089.33,18149.71,8399.11,0,22856.46,64688.28,0.22,0.193,-0.087,0.625,1,1,88464.7,845
A100967,35,76257.45,6354.79,5.2,3.1,0.306,0.411,6,0,1,140824.39,240,0,1,3821.31,48118.33,1704.51,0,1989.39,462207.07,0.217,0.211,0.123,0.442,1,1,200168.44,680
A100968,62,78214.18,6517.85,4.27,33.05,0.221,0.205,11,0,1,358781.16,48,0,0,2111.12,212814.14,3513.9,1,12342.57,205324.6,0.207,0.276,-0.143,0.364,1,1,118141.6,772
A100969,42,76359.44,6363.29,2.35,19.92,0.596,0.644,5,1,2,245149.76,60,0,0,1642.28,4971.21,3684.07,3,28197.38,203014.61,0.412,0.069,-0.017,0.635,2,2,170277.01,500
A100970,26,158574.55,13214.55,7.24,1.81,0.102,0.462,7,0,3,346395.52,48,1,0,3703.35,7162.48,16130.53,0,37535.92,63816.69,0.099,0.389,0.273,0.523,1,2,85258.05,647
A100971,43,117814.04,9817.84,2.05,24.69,0.405,0.175,6,0,1,63593.6,48,0,0,13226.79,234602.84,3629.52,0,5866.45,950000,0.414,0.289,0.309,0.587,3,1,374288.19,756
A100972,35,22000,1833.33,9.41,21.36,0.297,0.589,7,0,2,186912.46,12,0,0,4162.63,24514.96,13903.99,2,17464.41,74096.66,0.246,0.307,0.241,0.548,4,2,58987.09,589
A100973,51,121923.85,10160.32,6.6,26.27,0.134,0.483,10,1,1,337415.49,360,0,0,8954.81,19364.83,2692.44,0,30342.4,57861.44,0.109,0.18,0.375,0.281,1,1,83983.46,734
A100974,35,94609.34,7884.11,2.9,17.23,0.474,0.34,4,1,0,479167.01,60,0,0,4012.26,14256.36,2892.96,3,12659.38,207794.31,0.315,0.284,-0.118,0.735,2,1,179920.44,584
A100975,37,84129.85,7010.82,2.41,12.74,0.345,0.322,7,0,2,65805.24,36,0,0,10836.23,53571.9,6940.59,2,26830.53,131129.54,0.224,0.584,0.104,0.464,1,3,131784.57,700
A100976,21,68646.22,5720.52,2.46,1,0.097,0.598,6,0,4,143235.84,36,0,0,4905.72,217856.38,18456.37,1,8729.8,52664.13,0.079,0.463,0.134,0.652,1,2,39035.27,714
A100977,37,157734.5,13144.54,0.93,22.5,0.41,0.254,5,1,3,352554.14,120,0,0,2426.12,8226.83,3719.09,0,12583.57,793729.57,0.392,0.44,0.471,0.437,4,1,399056.55,645
A100978,21,143135.37,11927.95,5.88,8.12,0.219,0.74,5,1,3,158852.48,360,0,0,5241.67,14522.69,448.25,3,5306.1,264679.57,0.157,0.234,0.077,0.602,2,3,155650.31,611
A100979,25,55565.84,4630.49,0.65,6.67,0.567,0.309,6,1,2,99602.31,36,0,0,28190.99,11266.81,1101.1,1,7824.93,110397.24,0.592,0.279,0.264,0.682,1,2,120844.21,559
A100980,50,106328.14,8860.68,4.08,24.76,0.437,0.337,9,1,1,65723.56,36,0,0,27213.4,33296.55,5884.04,0,13012.15,950000,0.309,0.204,0.425,0.659,2,1,431739.78,662
A100981,51,49811.21,4150.93,3.91,24,0.34,0.372,12,1,3,97154.34,72,0,0,9592.95,54324.87,1193.35,1,4978.35,228190.89,0.275,0.431,0.144,0.519,3,2,127671.18,672
A100982,47,39799.78,3316.65,3.44,21.77,0.294,0.248,7,0,0,60049.59,180,0,0,5824.98,80924.9,2064.88,0,7442.27,108828.09,0.237,0.566,0.036,0.439,3,1,63982.99,772
A100983,31,60217.13,5018.09,5.85,7.85,0.579,0.183,5,0,2,186971.49,60,1,0,8288.95,34443.04,4550.26,1,17183.8,857288.28,0.445,0.269,0.051,0.247,1,2,363586.79,562
A100984,41,136587.8,11382.32,2.91,18.93,0.254,0.07,4,0,0,322324.39,60,1,1,8375.28,198724.91,496.41,4,51516.31,199052.11,0.136,0.223,-0.188,0.277,3,2,174260.35,686
A100985,42,143576.79,11964.73,4.89,19.51,0.049,0.507,8,0,2,79306.75,72,0,0,6295.86,9005.5,3197.36,2,1576.49,191368.54,0.035,0.424,0.037,0.701,3,3,81180.25,727
A100986,29,112713.39,9392.78,9.41,2.26,0.328,0.571,6,0,2,212827.33,60,0,0,9249.39,6945.18,1577.36,1,48294.36,77693.18,0.264,0.454,-0.136,0.352,2,1,161915.78,614
A100987,59,126653.36,10554.45,6.3,39.58,0.391,0.698,6,2,3,311806.57,360,0,0,7678.19,69542.15,1167.44,1,7216.24,115002.34,0.3,0.389,0.261,0.645,1,1,130666.55,630
A100988,52,112905.29,9408.77,3.23,29.83,0.203,0.671,13,1,2,179683.4,24,1,0,5048.16,18091.12,2186.08,1,20437.87,76009.37,0.174,0.645,-0.161,0.665,1,3,77766.11,621
A100989,40,59730.12,4977.51,4.36,22.62,0.231,0.18,11,0,2,63181.12,48,0,0,2498.27,4041.63,1719.08,2,24146.84,401915.77,0.201,0.125,0.191,0.582,1,1,190388.21,771
A100990,42,107792.56,8982.71,3.44,18.56,0.302,0.26,3,1,2,231364.49,360,0,0,4498.55,11664.22,6866.19,1,34023.34,25842.17,0.227,0.211,0.325,0.57,1,2,117268.82,693
A100991,44,132009.84,11000.82,3.87,21.93,0.056,0.363,7,1,0,173718.53,360,0,0,12322.38,20660.99,13209.7,1,4847.47,376065.66,0.037,0.657,0.251,0.29,3,1,150071.88,772
A100992,21,128703.52,10725.29,4.99,1,0.511,0.284,10,0,2,162589.53,36,0,0,6338.44,8384.13,3241.68,1,7431.62,49942.49,0.493,0.387,0.033,0.257,3,1,151137.54,633
A100993,39,163457.6,13621.47,1.4,22.91,0.304,0.511,2,0,4,126155.17,360,0,0,8265.02,5800.41,2631.53,1,8599.19,104412.7,0.188,0.651,0.258,0.381,1,1,136673.6,711
A100994,34,125489.03,10457.42,1.12,8.25,0.658,0.626,10,2,0,190446,240,0,0,5183.03,13000.13,3099.66,1,6641.95,84334.04,0.466,0.6,0.122,0.798,3,2,182709.16,536
A100995,31,103125.61,8593.8,2.2,11.05,0.499,0.187,8,1,0,250720.43,60,0,0,2784.66,5518.22,1659.82,2,27609.82,68878.43,0.338,0.758,0.038,0.748,3,1,190138.31,610
A100996,39,153121.83,12760.15,6.03,13.7,0.281,0.05,5,1,1,850000,72,0,0,5370.38,30196.31,1410.87,0,8431.05,204646.91,0.244,0.297,0.055,0.507,1,1,179258.14,644
A100997,62,83769.13,6980.76,6.56,37,0.166,0.625,7,0,2,193634.56,60,0,0,2868.64,2290.53,1023.35,3,2273.82,109487.47,0.155,0.194,0.2,0.733,1,1,75339.27,717
A100998,49,52332.64,4361.05,7.19,28.16,0.385,0.548,9,1,2,480678.48,36,0,0,2725.82,17514.23,1360.03,0,5254.91,60313.23,0.292,0.804,-0.16,0.332,1,1,83981.25,598
A100999,36,77708.48,6475.71,2.27,18.13,0.49,0.167,7,0,0,227124.35,60,0,0,17052.75,26899.26,19547.93,2,2352.75,126352.59,0.395,0.074,0.029,0.434,1,2,134082.85,670
A101000,48,56427.4,4702.28,4.63,30.23,0.13,0.229,9,1,1,168723.86,180,0,0,4644.73,14614.99,2417.41,1,7412.27,58791.8,0.108,0.364,0.188,0.786,1,1,40356.86,789
